# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.8715664574186295,0.45807177328640375,-0.10932615147554497,0,3.0,-0.298684555541817,0.0,0.0,0.0
 0.08991196915395396,1.8836926786394286,0.45804863519982586,-0.10932615147554497,0.2697359074618619,3.0,-0.298684555541817,0.0,-5.532291928789754,0.0
 0.12781103797772753,1.896069735657753,0.4579797250907508,-0.3189948640379549,0.3834331139331826,2.9999999999999996,-0.27642264931937904,0.0,-6.7073265683091945,0.0
 0.1573308382300853,1.9086952185074935,0.4578657991851664,-0.5169938045617748,0.4719925146902559,2.9999999999999982,-0.25615095803902227,0.0,-7.411300060603571,0.0
 0.1825777636755608,1.9215667172225412,0.45770761370906055,-0.7041063446458811,0.5477332910266823,2.999999999999999,-0.23765125486072283,0.0,-7.845115116220374,0.0
 0.20513185195141034,1.934681821836787,0.45750592488842123,-0.881045763511317,0.615395555854231,3.0000000000000027,-0.2207332500570995,0.0,-8.101000947437445,0.0
 0.22579806925591966,1.9480381223841219,0.45726148894923624,-1.0484628094750952,0.6773942077677589,2.9999999999999987,-0.20523052437812478,0.0,-8.231812439103866,0.0
 0.24505136274913916,1.9616332088984365,0.4569750621174934,-1.206952310346297,0.7351540882474175,3.0000000000000013,-0.19099712166159008,0.0,-8.271399748727903,0.0
 0.2631990357502768,1.9754646714136224,0.45664740061918074,-1.357058968247903,0.7895971072508304,3.0000000000000013,-0.1779046833612348,0.0,-8.242936125338677,0.0
 0.28045301934541794,1.9895300999635694,0.45627926068028596,-1.4992824529302928,0.8413590580362539,3.000000000000003,-0.16584003081786267,0.0,-8.162998012249705,0.0
 0.2969664910831894,2.0038270845821695,0.4558713985267971,-1.634081889901063,0.8908994732495682,2.9999999999999964,-0.15470311816409865,0.0,-8.043812760297373,0.0
 0.3128542223033744,2.0183532153033137,0.45542457038470197,-1.761879825022162,0.9385626669101231,2.9999999999999964,-0.14440529312581288,0.0,-7.894603384993322,0.0
 0.3282046970505982,2.033106082160892,0.4549395324799884,-1.8830657349228492,0.9846140911517944,2.9999999999999964,-0.13486781580089013,0.0,-7.722443731908568,0.0
 0.3430877329713846,2.048083275188796,0.4544170410386444,-1.9979991423810965,1.0292631989141539,3.0000000000000075,-0.1260205921007254,0.0,-7.532828297650204,0.0
 0.3575594878735735,2.0632823844209156,0.45385785228665776,-2.1070123872249633,1.0726784636207205,3.0,-0.11780108852456106,0.0,-7.330066096233169,0.0
 0.37166586938610563,2.078700999891143,0.45326272245001636,-2.2104130960905053,1.1149976081583168,2.999999999999996,-0.11015339911599167,0.0,-7.117561017724864,0.0
 0.3854449282465506,2.094336711633369,0.4526324077547081,-2.3084863882965445,1.1563347847396515,2.999999999999984,-0.10302744143072448,0.0,-6.898016221287696,0.0
 0.39892858190353236,2.1101871096814846,0.45196766442672087,-2.40149684994463,1.1967857457105968,3.0,-0.09637826203034573,0.0,-6.673586119906654,0.0
 0.4121438836111929,2.1262497840693793,0.45126924869204255,-2.489690303991252,1.2364316508335784,2.999999999999996,-0.09016543393243175,0.0,-6.445991277130423,0.0
 0.4251139750576308,2.1425223248309453,0.45053791677666105,-2.573295400318575,1.2753419251728921,3.0,-0.08435253447878212,0.0,-6.216606488990038,0.0
 0.43785881366115476,2.159002322000074,0.4497744249065641,-2.6525250466823724,1.313576440983464,3.000000000000009,-0.07890668963031557,0.0,-5.986529116971438,0.0
 0.45039573623077483,2.1756873656106546,0.4489795293077398,-2.7275776986826195,1.3511872086923242,2.9999999999999956,-0.07379817737826624,0.0,-5.756632647949303,0.0
 0.4627399016962725,2.192575045696579,0.44815398620617586,-2.7986385246129917,1.3882197050888172,3.0,-0.06900008039853699,0.0,-5.527609046990319,0.0
 0.47490464305797403,2.2096629522917386,0.44729855182786027,-2.8658804590182303,1.4247139291739217,2.9999999999999907,-0.06448798151442259,0.0,-5.300002510258063,0.0
 0.4869017502227943,2.226948675430024,0.4464139823987809,-2.9294651571076127,1.4607052506683826,3.0000000000000093,-0.060239696366731835,0.0,-5.074236544543552,0.0
 0.49874169954728115,2.2444298051453258,0.4455010341449255,-2.9895438606554676,1.4962250986418433,3.0000000000000093,-0.05623503887329233,0.0,-4.850635823697409,0.0
 0.5104338418082344,2.262103931471535,0.44456046329228205,-3.046258184762214,1.5313015254247029,2.999999999999995,-0.05245561282998344,0.0,-4.629443921486773,0.0
 0.5219865573991,2.2799686444425427,0.4435930260668385,-3.0997408337310124,1.5659596721973,3.0,-0.0488846298313811,0.0,-4.4108377642059375,0.0
 0.53340738543671,2.2980215340922396,0.4425994786945826,-3.150116253337804,1.6002221563101295,2.9999999999999902,-0.045506746273594474,0.0,-4.194939458643108,0.0
 0.5447031319135442,2.316260190454517,0.4415805774015023,-3.1975012259483053,1.6341093957406325,3.0000000000000098,-0.04230791969307244,0.0,-3.9818260054806798,0.0
 0.5558799608808669,2.3346822035632653,0.4405370784135854,-3.2420054141892005,1.6676398826426002,2.99999999999998,-0.03927528132640202,0.0,-3.7715373009181588,0.0
 0.5669434717849684,2.353285163452376,0.43946973795681993,-3.283731858243134,1.7008304153549045,2.99999999999998,-0.03639702243551088,0.0,-3.5640827459187574,0.0
 0.5778987654240322,2.37206666015574,0.43837931225719373,-3.3227774312785945,1.7336962962720959,3.0,-0.033662292783456414,0.0,-3.3594467167641686,0.0
